id,name,cusps,betti,tets,solids,hash,volume,triangulation
46,ocubecld10_00035,1,1,26,10,31301f6d485f50f16b4fc0642d65240e,17.2248304029,ALLvLLvwLAwMPQMAQQcccghinponmswuvrswvxtuxwyzzzivrvfidiffvaadgfiuxinobwsjo_bbba(1,0)
47,ocubecld10_00036,1,1,25,10,675daff6e1e5c88f091324a5931c857d,17.224830403,zLvLwvLvLwMQQAQMQkaegnklprpovurtqsuxwtwvyxyyjxgpcwvgcbxlkivflxuxxjnsgr_aBbB(1,0)
48,ocubecld10_00037,1,1,26,10,bf86e65bc8cc04e78456357df950d15e,17.2248304029,AvLLvLvMvMAQLQQPPQcdgklmpsktnunrqtwqxuvyywxzzzslavcxmsmihicjwjfqsbatftugs_bcBB(1,0)
49,ocubecld10_00038,1,0,24,10,3bdf84c3dacecdb3069f9c2612e2b90a,17.224830403,yLLLvPvwvMMQMAAQQacfikjssorqtpurtuwrsvxxwxnkgtdphhllmuqatxwlnbnxedv_bCbD(1,0)
50,ocubecld10_00039,1,0,27,10,6fdc1e0fcc5c8761d496e830e842f342,17.2248304029,BvLLvvMLLzMMvPQQQQQdfhlpmqprntyqtAusuwAzvxwxzAzwhgvhfxeibibsgffvbrnckrrjncf_bbab(1,0)
51,ocubecld10_00040,1,0,25,10,d3b92512bf0b7fdbaa1c57c684918dd6,17.224830403,zvLvAPwvzzLMPMQQQkedgjhknlpvuwsuxwstvxtsyyxysjaagsaawdvqnbiivktiojxxos_BcBd(1,0)
52,ocubecld10_00041,1,0,23,10,3bdf84c3dacecdb3069f9c2612e2b90a,17.224830403,xLLvvMLwvLQQMAQQcbekikiqtusqtproquuvwwtvwhhccjkaijkjnjfofwgahagls_BcBb(1,0)
53,ocubecld10_00042,1,0,21,10,22b6d922cb11f652b871d375acbd284f,17.224830403,vvLLvvAzzAQMQQQdghiljkmnortpuqtsrusutslgscgsbbmquiinsnkbrbc_cDdE(1,0)
54,ocubecld10_00043,1,0,22,10,3bdf84c3dacecdb3069f9c2612e2b90a,17.2248304029,wLLvvLMLwPwAQQQkcdimkoplrquosovrutsvtuvhsvaaahtdhmfkkqgaigdtxo_dCbB(1,0)
55,ocubecld10_00044,1,1,25,10,affb2f76b33848b0d39fa6c7be3d254f,17.224830403,zLvvLLMvMvQPLPQQQkbgjjglkrsnptpwqwtyxuvwvxyyxxkvnmfakjrjohbubxqopteaks_CbBa(1,0)
56,ocubecld10_00045,1,1,22,10,cf9cb0e5f4425efe6d35a96d0ce03e94,17.2248304029,wvLLvwzMLQwAQMQkdgginojkmqlsrqususttvvvslawqucsjikapwqnavgwmms_CbBb(1,0)
57,ocubecld10_00046,1,0,25,10,a30e97c93c1843b94d1801c446be82a8,17.2248304029,zvLvLALPzvPLPQPQQkcigkhnknqtrvpxuxtyuvyvxwwykqaqvhchaanrkasanagsesddug_CbDc(1,0)
58,ocubecld10_00047,1,1,26,10,70f854af16d77425c7fd4226aa35e935,17.2248304029,ALLvvLMwMQzPLzLQQQccdlikjoopnqrrqpwyvxwzvxzxyzhsibakhtilhiiojhawsjlrolkmk_aBbB(1,0)
59,ocubecld10_00048,1,1,25,10,83cc7ffe4315c16b1dd8f99732daf744,17.224830403,zLLvvMzLwPLMPPMQQkbejillonosspvurwtwvxyxuvyyxxnvqqhehdcsaboqwqtquxnijn_CbDc(1,0)
60,ocubecld10_00049,1,1,25,10,02bb486e133b3493b43209943475609c,17.2248304029,zLLvLMwLwMvQwQMPQkceiihkijoqnqrtquvwwxwyvxyyiimgrawfrvgjxpohtrbpkivpdc_BaaB(1,0)
61,ocubecld10_00050,1,3,25,10,5786b4d3edab878229a7d46ec36420a3,17.224830403,zvLvvLAwzAzPQMPQQkemhkinnstnqrvwpuuvxyyxywwxragbwbruqrahtrfwfveitehrka_abBa(1,0)
62,ocubecld10_00051,1,1,24,10,9df665d8cf8a9b538f3ec650beeea439,17.2248304029,yLvAvPzAzLvwMQQQQbefhkihkoprpvxrvstswxuwxwmttjuccudfucaaidqmckbncsn_cbdb(1,0)
63,ocubecld10_00052,1,1,23,10,8fda4f48726f27f97629f1d5f0d3c55c,17.2248304029,xvLLvLLLvzQQPQQQcegilnuoqmtsquvtrpswuvwtwkatjammdfuahaswwkcgfwrvk_bCaB(1,0)
64,ocubecld10_00053,1,1,27,10,f25c0f6d87bfec09e5ba20145f9d069f,17.224830403,BvLLLvLzwMLPwAQMQQQcdhikimrnrvqptysuzwywvzAxAyAwrufjcqqmocwfwmfflrqbniplngn_bbcd(1,0)
65,ocubecld10_00054,1,0,23,10,68be45866dee81b5683e41571af5aef5,17.224830403,xvLLLwvAvMQPPAQQceggikmpsmnnsrsrqvutwwvvwgaahvaphdmdaffjfhwrheidu_Bbab(1,0)
66,ocubecld10_00055,1,1,24,10,cf8b994cf398fbaaf161ce722f316722,17.2248304029,yvvLLLzLLvMQQPQQQhjhiommsvonutqrqvwwuvxwxxuppgabvdimbddpffoovfvufxt_cBbB(1,0)
67,ocubecld10_00056,1,0,25,10,3bdf84c3dacecdb3069f9c2612e2b90a,17.2248304029,zvLPvvwLLPzMMMQQQkefghlnormvsvuuwytuwsytxxyxratrsqthgmtanjbuwvsgmbluhm_abBd(1,0)
68,ocubecld10_00057,1,0,23,10,527b0e626f1143a254ab003362ba10c8,17.2248304029,xvLLvwvAPzwQQQPQcefghnmnpruoqspuruttwvwvwghhjafalltmqxxnocfoacacx_BbBa(1,0)
69,ocubecld10_00058,1,1,24,10,136d3d22818d58edd5bac63f1a39dc89,17.2248304029,yvLvLvvAzPMQPAQQQdilhropmnoqvpturusuxwwxwxnavolqpwnmhppttowrnqwfqfx_cBba(1,0)
